OID_,FieldName,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,MEAN,STD
132,19_J,6,6.000000000000000,6000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,81.095695074524485,0.141445754182542
133,19_K,7,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,73.390802087467577,0.112327444688265
134,19_M,8,6.000000000000000,6000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,74.038609580698648,0.232589203703247
135,19_N,9,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,73.536248733885159,0.108008978409165
136,19_O,10,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,80.280181781586307,0.105558290829421
137,19_P,11,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,81.858068537323646,0.054313482821953
138,19_T,12,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,76.923538816060017,0.008965219962322
139,19_V,13,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,76.843701857821117,0.016999669876087
140,19_W,14,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,82.076792143321626,0.021593310936328
141,19_X_A,15,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,82.735703895704461,0.072357396471237
142,19_X_B,16,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,82.969854398053059,0.054782859531844
143,19_Y,17,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,75.953600958309067,0.085680710184682
144,19_Z,18,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/08/2018 00:00:00,01/09/2018 00:00:00,81.063462268657389,0.123907400027220
145,19_A,1,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,75.921095154615529,0.184764241947946
146,19_AA,2,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,78.218629326088546,0.083384044177540
147,19_BB,3,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,78.450069263200206,0.051273018700565
148,19_E,4,3.000000000000000,3000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,75.386938696888635,0.057784845369554
149,19_F,5,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,77.217920546425233,0.100254350960253
150,19_J,6,6.000000000000000,6000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,80.523989161476948,0.061584694059676
151,19_K,7,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,76.359571361059423,0.079074580653534
152,19_M,8,6.000000000000000,6000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,76.794801255631569,0.087495368491712
153,19_N,9,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,76.759705030565769,0.058080875551062
154,19_O,10,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,79.253481538658093,0.113525501424160
155,19_P,11,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,80.762895014068206,0.038917257509994
156,19_T,12,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,75.935194652695401,0.078250713076119
157,19_V,13,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,76.087336961462768,0.044603477208113
158,19_W,14,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,80.622502439246531,0.030498772721756
159,19_X_A,15,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,81.858920773172073,0.068876558738002
160,19_X_B,16,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,81.441994327324551,0.061742559512676
161,19_Y,17,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,73.819860015058936,0.073106560557017
162,19_Z,18,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,80.524049295628998,0.074645791279954
163,19_A,1,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,83.538491818793048,0.132282476229171
164,19_AA,2,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,83.475319503373370,0.077710123323717
165,19_BB,3,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,83.680009915310805,0.050531396183627
166,19_E,4,3.000000000000000,3000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,83.541277319777436,0.014878100775813
167,19_F,5,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,82.187319595210198,0.072923732827043
168,19_J,6,6.000000000000000,6000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,82.244037594953383,0.039288311069773
169,19_K,7,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,81.430276884868363,0.061929958899759
170,19_M,8,6.000000000000000,6000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,79.983693034853047,0.081311959779371
171,19_N,9,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,80.239975627430809,0.060041358212874
172,19_O,10,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,83.064838229406263,0.100943292113243
173,19_P,11,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,83.113042210106983,0.098716799164874
174,19_T,12,5.000000000000000,5000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,81.476460067860302,0.018228040486960
175,19_V,13,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,81.514469340342814,0.006287954243171
176,19_W,14,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,85.881297452453254,0.006141791050061
177,19_X_A,15,4.000000000000000,4000000.000000000000000,hurs,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,85.099013676498487,0.081560028672716
