OID_,FieldName,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,MEAN,STD
35,19_Y,17,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/02/2018 00:00:00,01/03/2018 00:00:00,0.079237619736296,0.115654612697936
36,19_Z,18,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/02/2018 00:00:00,01/03/2018 00:00:00,-0.760172353680521,0.077578968218839
37,19_A,1,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,2.162786235473277,0.058157903545818
38,19_AA,2,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,-0.098276825570636,0.074645840305815
39,19_BB,3,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,0.064526673230807,0.023318179207669
40,19_E,4,3.000000000000000,3000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,2.041641488612707,0.080485752080365
41,19_F,5,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,1.033857348951061,0.051949470851816
42,19_J,6,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,0.602463156502438,0.093045158287976
43,19_K,7,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,1.800655448180009,0.020383167972228
44,19_M,8,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,0.362052287054190,0.102923749213201
45,19_N,9,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,0.078561435225885,0.079526630784258
46,19_O,10,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,0.247033018563015,0.202263029262883
47,19_P,11,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,1.333155748389317,0.047280988778162
48,19_T,12,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,-0.209766506297772,0.048616530134922
49,19_V,13,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,-0.081363947050396,0.030379277718942
50,19_W,14,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,0.338867978246619,0.035767963319313
51,19_X_A,15,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,0.154421266670056,0.100137010865637
52,19_X_B,16,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,0.121912776818161,0.123705256168170
53,19_Y,17,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,0.592931719060811,0.121171084289226
54,19_Z,18,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/03/2018 00:00:00,01/04/2018 00:00:00,0.543503328253622,0.085996127767744
55,19_A,1,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,6.957801313424812,0.076298874505823
56,19_AA,2,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,3.252471048405129,0.070666838684654
57,19_BB,3,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,3.466065088054159,0.034981844001992
58,19_E,4,3.000000000000000,3000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,6.957581766815735,0.081180762542374
59,19_F,5,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,5.374387103284759,0.051529829100662
60,19_J,6,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,4.233620484938636,0.082186507795203
